Animal_Name,Wali_Score_Onset,Wali_Score_Bout,Wali_Score_Running_into_Itself,VK_Score_Onset,VK_Score_Bout,VK_Score_Running_into_Itself,T1sum5minavg,T1_sum60min,T1_baselineavg,T1_30avg,T1_respbaseline,T2sum5minavg,T2_sum60min,T2_baselineavg,T2_30avg,T2_respbaseline,T1_TotalDist,T1_PercentCornerDist,T1_PercentPeripheralDist,T1_PercentCenterDist,T1_PercentCornerTime,T1_PercentPeripheralTime,T1_PercentCenterTime,T2_TotalDist,T2_PercentCornerDist,T2_PercentPeripheralDist,T2_PercentCenterDist,T2_PercentCornerTime,T2_PercentPeripheralTime,T2_PercentCenterTime,DD0Tau1ChiSq,DD0Power1,DD0Signif1,DD0PowerFFT,DD0Tau2ChiSq,DD0Power2,DD0signif2,DD0TauFFT,DD0AvgCounts,DD0Lightcounts,DD0DarkCounts,DD0TotalCounts,DD0Lightcounts,DD0Alpha,DD1Tau1ChiSq,DD1Power1,DD1Signif1,DD1PowerFFT,DD1Tau2ChiSq,DD1Power2,DD1Signif2,DD1TauFFT,DD1AvgCounts,DD1Lightcounts,DD1DarkCounts,DD1TotalCounts,DD1percentLightcounts,DD1Alpha,DD2Tau1ChiSq,DD2Power1,DD2Signif1,DD2PowerFFT,DD2Tau2ChiSq,DD2Power2,DD2Signif2,DD2TauFFT,DD2AvgCounts,DD2Lightcounts,DD2DarkCounts,DD2TotalCounts,DD2percentLightcounts,DD2Alpha,DDMAP0Tau1ChiSq,DDMAP0Power1,DDMAP0Signif1,DDMAP0PowerFFT,DDMAP0Tau2ChiSq,DDMAP0Power2,DDMAP0Signif2,DDMAP0TauFFT,DDMAP0AvgCounts,DDMAP0Lightcounts,DDMAP0DarkCounts,DDMAP0TotalCounts,DDMAP0percentLightcounts,DDMAP0Alpha,DDMAP1Tau1ChiSq,DDMAP1Power1,DDMAP1Signif1,DDMAP1PowerFFT,DDMAP1Tau2ChiSq,DDMAP1Power2,DDMAP1Signif2,DDMAP1TauFFT,DDMAP1AvgCounts,DDMAP1Lightcounts,DDMAP1DarkCounts,DDMAP1TotalCounts,DDMAP1percentLightcounts,DDMAP1Alpha,DDMAP2Tau1ChiSq,DDMAP2Power1,DDMAP2Signif1,DDMAP2PowerFFT,DDMAP2Tau2ChiSq,DDMAP2Power2,DDMAP2Signif2,DDMAP2TauFFT,DDMAP2AvgCounts,DDMAP2Lightcounts,DDMAP2DarkCounts,DDMAP2TotalCounts,DDMAP2percentLightcounts,DDMAP2Alpha,DDMAP3Tau1ChiSq,DDMAP3Power1,DDMAP3Signif1,DDMAP3PowerFFT,DDMAP3Tau2ChiSq,DDMAP3Power2,DDMAP3Signif2,DDMAP3TauFFT,DDMAP3AvgCounts,DDMAP3Lightcounts,DDMAP3DarkCounts,DDMAP3TotalCounts,DDMAP3percentLightcounts,DDMAP3Alpha,DDMAP4Tau1ChiSq,DDMAP4Power1,DDMAP4Signif1,DDMAP4PowerFFT,DDMAP4Tau2ChiSq,DDMAP4Power2,DDMAP4Signif2,DDMAP4TauFFT,DDMAP4AvgCounts,DDMAP4Lightcounts,DDMAP4DarkCounts,DDMAP4TotalCounts,DDMAP4percentLightcounts,DDMAP4Alpha,DDMAP5Tau1ChiSq,DDMAP5Power1,DDMAP5Signif1,DDMAP5PowerFFT,DDMAP5Tau2ChiSq,DDMAP5Power2,DDMAP5Signif2,DDMAP5TauFFT,DDMAP5AvgCounts,DDMAP5Lightcounts,DDMAP5DarkCounts,DDMAP5TotalCounts,DDMAP5percentLightcounts,DDMAP5Alpha,LDTau1ChiSq,LDPower1,LDSignif1,LDPowerFFT,LDTau2ChiSq,LDPower2,LDSignif2,LDTauFFT,LDAvgCounts,LDLightcounts,LDDarkCounts,LDTotalCounts,LDpercentLightcounts,LDAlpha
WT209G3N2F20618,x,x,x,x,x,x,4323.4,9500.6,1290.636364,750.5666667,-540.069697,5631.8,11916.4,1363.090909,957.3333333,-405.7575758,19032.2,31.6,99,1.01,57.8,99.1,0.9,22272.4,30.7,99.7,0.26,57,99.8,0.2,24.1,1585.704,314.607,0.021,12,641.133,173.663,0.042,0.181,0.45,260,260.45,0.173,1.18,24.1,881.485,314.607,0.008,12,416.026,173.663,0.042,0.225,0.4,322.9,323.3,0.124,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,1175.518,313.466,0.029,16,404.401,221.057,0.042,0.284,2.25,406.25,408.5,0.551,7.925
WT209G3N2F20619,2,2,0,2,1,0,8385.2,12471.4,632.1818182,1402.033333,769.8515152,8734.4,11866.2,547.9090909,1384.6,836.6909091,10148.4,16.1,62.4,37.6,26.1,71.7,28.3,8271.2,12.4,58.5,41.5,17.9,69,31,23.9,715.246,312.325,0.016,12,163.985,173.663,0.042,2.735,11.95,3926.9,3938.85,0.303,6.035,23.9,787.141,312.325,0.012,12,360.126,173.663,0.083,1.373,7.2,1970,1977.2,0.364,5.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.1,4344.001,314.607,0.131,12.1,574.697,174.862,0.042,21.232,187.558,30386.209,30573.767,0.613,8.914,23.9,1054.948,312.325,0.125,12.1,230.406,174.862,0.042,11.892,72,17052.6,17124.6,0.42,9.83,23.9,1450.009,312.325,0.144,12,299.574,173.663,0.042,29.902,216.333,42714.889,42931.222,0.504,8.33,24.1,1117.24,314.607,0.164,12,235.128,173.663,0.042,24.317,210.3,34806.7,35017,0.601,7.71,23.9,1219.11,312.325,0.142,12.1,257.449,174.862,0.042,21.294,217.2,30446.5,30663.7,0.708,11.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,1222.835,313.466,0.029,12,646.544,173.663,0.083,1.158,2.917,1664,1666.917,0.175,3.417
WT209G3N2F20620,2,3,1,2,3,1,4279,6913.4,478.6363636,724.3333333,245.6969697,8100.4,10239.2,380.0909091,1264.533333,884.4424242,8022.1,17.8,69,31,27.2,77.4,22.6,7234.1,17.9,69.8,30.2,27,77.1,22.9,23.5,2567.059,307.758,0.147,15.7,218.854,217.537,0.044,27.456,155,39381.25,39536.25,0.392,1.305,23.5,1176.869,307.758,0.15,25.3,263.45,328.274,0.042,27.55,266,39406.5,39672.5,0.67,7.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,1695.997,373.563,0.116,23.8,1278.998,311.184,0.034,25.183,85.256,36177.698,36262.953,0.235,4.742,23.9,708.682,312.325,0.06,12.1,258.312,174.862,0.042,30.104,40.1,43309.1,43349.2,0.093,8.37,29.9,885.189,380.324,0.111,23.7,405.226,310.042,0.033,25.579,32.333,36205.889,36238.222,0.089,4.33,29.1,1107.806,371.307,0.146,26.7,328.216,344.169,0.037,24.545,130.7,35214.1,35344.8,0.37,1.17,28.5,991.374,364.535,0.122,24,372.898,313.466,0.037,24.338,130.2,34916.2,35046.4,0.372,4.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1646.737,312.325,0.224,16,162.381,221.057,0.042,15.802,175.25,22579.25,22754.5,0.77,14.208
WT209G3N2F20621,0,0,0,0,1,0,7017.6,11071.8,551,1136.3,585.3,8011.8,10578.6,458.4545455,1265.666667,807.2121212,9773.9,13.9,61.3,38.7,21.2,71.9,28.1,6379.6,18.3,63.9,36.1,48.8,83.7,16.3,23.8,676.329,311.184,0.02,11.9,267.26,172.464,0.083,17.893,117.5,25648.3,25765.8,0.456,5.435,23.9,517.592,312.325,0.02,11.9,219.601,172.464,0.008,17.151,115.5,24582.3,24697.8,0.468,5.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.6,1817.81,308.9,0.061,28.2,460.483,361.146,0.042,18.627,96.047,26726.395,26822.442,0.358,5.191,23.7,495.515,310.042,0.017,28.7,481.895,366.793,0.083,21.455,146.3,30749.2,30895.5,0.474,1.15,23.7,804.587,310.042,0.089,10.6,131.501,156.79,0.042,21.501,35.444,30782.889,30818.333,0.115,11.13,23.7,779.395,310.042,0.063,28.4,351.788,363.406,0.042,17.921,72,25734.9,25806.9,0.279,10.22,28.1,556.541,360.016,0.038,23.6,478.281,308.9,0.079,16.231,162.8,23210,23372.8,0.697,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,792.671,313.466,0.029,12,325.211,173.663,0.042,9.873,60.333,14157.167,14217.5,0.424,9.975
WT209G3N2F20622,1,0,0,2,0,0,8529.2,12575,663,1392.7,729.7,6882,9439.2,663.0909091,1012.533333,349.4424242,11775.4,12.7,61.4,38.6,21.4,73.1,26.9,10484,10.5,58.3,41.7,19.2,71.9,28.1,23.8,2623.273,311.184,0.186,11.9,268.674,172.464,0.042,36.286,389.3,51862.85,52252.15,0.745,10.315,23.8,1392.537,311.184,0.178,11.9,178.501,172.464,0.042,35.906,359.5,51345.2,51704.7,0.695,10.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,5534.201,312.325,0.172,35.9,1161.176,447.554,0.042,41.195,373.302,58947.209,59320.512,0.629,8.884,23.9,1456.734,312.325,0.145,11.9,343.968,172.464,0.042,41.992,418.6,60049.7,60468.3,0.692,8.71,23.9,1457.15,312.325,0.157,12,330.735,173.663,0.042,41.64,385.556,59283,59668.556,0.646,8.68,23.9,1472.634,312.325,0.186,12,246.4,173.663,0.042,44.329,499.5,63334.4,63833.9,0.782,9.31,23.9,1493.873,312.325,0.176,12,264.79,173.663,0.042,42.17,259.5,60465.2,60724.7,0.427,9.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1652.819,312.325,0.227,16,187.877,221.057,0.042,20.055,241.667,28637.167,28878.833,0.837,13.592
WT209G3N2F20623,3,3,1,3,3,1,6481.4,8156.6,640.2727273,1066.6,426.3272727,5643.8,8698,495.1818182,913,417.8181818,10498.4,16.3,65.2,34.8,29.4,75.4,24.6,8287.3,16.9,67.7,32.3,30.5,71.9,28.1,23.8,3678.004,311.184,0.277,11.9,216.201,172.464,0.042,32.012,345.65,45751.75,46097.4,0.75,11.97,23.8,1810.735,311.184,0.261,15.9,168.754,219.885,0.042,30.172,352.6,43094.6,43447.2,0.812,12.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1358.505,312.325,0.054,31.1,696.243,393.824,0.033,33.737,326.233,48255.326,48581.558,0.672,4.542,24.4,839.021,318.027,0.166,26.7,357.341,344.169,0.042,37.145,427.6,53061.2,53488.8,0.799,9.72,23.4,560.973,306.615,0.063,31.4,542.266,397.195,0.042,42.559,392.333,62629.667,63022,0.623,4.75,30.3,683.958,384.827,0.124,32.5,383.548,409.538,0.033,36.8,303.6,52688.2,52991.8,0.573,1.63,24,431.899,313.466,0.158,28.7,340.217,366.793,0.017,26.774,258.5,38296.7,38555.2,0.67,3.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WT209G3N2F20624,2,1,0,3,2,0,4639,7453.2,621.9090909,743.6666667,121.7575758,5408.2,8905.2,531.4545455,880.5,349.0454545,9289.6,13.6,55.6,44.4,18.3,62.9,37.1,7703,13.8,56,44,24.8,62.6,37.4,23.7,2685.771,310.042,0.191,15.8,354.391,218.711,0.042,27.821,298.85,39763.25,40062.1,0.746,9.555,23.8,1311.449,311.184,0.226,21.9,252.14,289.44,0.042,25.823,256.8,36928.8,37185.6,0.691,12.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,2717.676,313.466,0.136,25.4,294.689,329.411,0.042,28.236,130.767,40528.837,40659.605,0.322,1,23.4,618.631,306.615,0.077,21.4,258.798,283.698,0.042,16.871,143.6,24151.2,24294.8,0.591,1.92,23.9,1311.169,312.325,0.21,26,277.809,336.228,0.042,33.986,73.889,50290.444,50364.333,0.147,5.6,23.9,786.208,312.325,0.117,31.5,429.61,398.318,0.042,30.559,120.8,43884.2,44005,0.275,1.79,23.9,987.188,312.325,0.143,32.5,398.134,409.538,0.042,38.595,222.6,55353.5,55576.1,0.401,4.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,1130.905,311.184,0.136,11.9,146.696,172.464,0.042,6.752,68.583,9655,9723.583,0.705,12.217
WT209G3N2F20625,1,1,0,2,2,0,4160,6691.2,540.8181818,694.3666667,153.5484848,3674.8,5739.8,345.9090909,629.4,283.4909091,8673.5,15.2,63.1,36.9,27.6,73.8,26.2,5376.3,16.6,72.5,27.5,29.5,83.5,16.5,23.4,2810.395,306.615,0.152,15.6,298.584,216.363,0.043,24.681,112.261,35428.391,35540.652,0.316,1.543,23.5,1218.159,307.758,0.161,11.8,161.581,171.263,0.042,22.934,240.4,32784.5,33024.9,0.728,12.26,23.4,1500.556,306.615,0.181,11.7,126.108,170.062,0.042,26.867,17.8,38670.8,38688.6,0.046,5.2,23.8,3453.748,311.184,0.137,25.1,729.207,325.999,0.042,27.99,207.227,40097.727,40304.955,0.514,1.248,23.8,974.223,311.184,0.098,11.9,323.226,172.464,0.042,29.952,104.1,43026.9,43131,0.241,7.98,23.8,1186.197,311.184,0.164,25.9,311.463,335.092,0.042,29.698,293.7,42471.7,42765.4,0.687,2.42,24,1229.246,313.466,0.185,12,156.507,173.663,0.042,27.395,103.5,39344.7,39448.2,0.262,7.34,23.9,894.988,312.325,0.101,30.3,580.808,384.827,0.042,28.731,291,41082.3,41373.3,0.703,10.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,945.571,312.325,0.12,11.9,172.519,172.464,0.042,11.246,106.6,16087.4,16194,0.658,8.11
WT209G3N2F20626,0,0,0,0,0,0,5081.8,8078.4,436,867.3333333,431.3333333,7702.8,11743.4,481.6363636,1288.233333,806.5969697,6780,12.2,51.5,48.5,16.7,56.6,43.4,7262.9,13.6,65.3,34.7,24,74.6,25.4,23.6,1475.946,308.9,0.035,11.8,678.193,171.263,0.042,9.932,41.739,14260.739,14302.478,0.292,1.391,23.7,923.673,310.042,0.067,11.9,402.916,172.464,0.042,12.048,68.6,17280,17348.6,0.395,7.18,23.5,768.327,307.758,0.033,11.7,358.296,170.062,0.042,8.738,27.4,12555.2,12582.6,0.218,2.07,23.6,1627.765,308.9,0.044,11.8,835.794,171.263,0.084,10.688,60.477,15330.636,15391.114,0.393,1.368,23.4,462.755,306.615,0.029,11.7,191.272,170.062,0.042,6.611,0,9520.5,9520.5,0,8.26,23.9,740.089,312.325,0.052,11.8,264.763,171.263,0.042,8.543,36.8,12265.5,12302.3,0.299,7.17,23.6,779.657,308.9,0.068,11.8,628.509,171.263,0.083,9.488,44.8,13618.1,13662.9,0.328,0.31,23.7,947.647,310.042,0.1,11.8,254.469,171.263,0.042,18.151,145.3,25992.8,26138.1,0.556,8.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,794.863,312.325,0.024,12,560.739,173.663,0.083,5.633,53.7,8058,8111.7,0.662,5.34
WT209G3N2F20627,2,2,0,2,2,0,8495.2,12783.2,675.3636364,1427.733333,752.369697,10429.6,16070.2,708.5454545,1767.066667,1058.521212,11137.2,17.4,64,36,27.9,70.3,29.7,10178.5,14.3,63,37,26.4,69.8,30.2,23.7,3346.915,310.042,0.215,11.8,367.922,171.263,0.042,24.96,188.739,35753.174,35941.913,0.525,4.743,23.8,1530.3,311.184,0.212,11.9,293.952,172.464,0.042,23.063,356.1,32855.2,33211.3,1.072,13.16,23.6,1733.534,308.9,0.237,11.8,255.603,171.263,0.042,27.18,77.5,39061.1,39138.6,0.198,0.2,24,2798.302,313.466,0.124,12,160.656,173.663,0.042,23.24,6.114,33459.091,33465.205,0.018,4.393,23.9,1015.722,312.325,0.133,12,159.241,173.663,0.042,25.772,0.1,37111.6,37111.7,0,0.04,23.9,1187.363,312.325,0.21,22.3,247.203,294.027,0.042,29.543,0,42541.8,42541.8,0,7.87,23.8,838.254,311.184,0.062,27.9,404.541,357.755,0.042,25.006,0.2,36008.1,36008.3,0.001,4.61,23.9,508.575,312.325,0.088,30,409.078,381.45,0.046,19.622,26.6,28229.7,28256.3,0.094,5.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1135.447,312.325,0.14,11.9,198.664,172.464,0.042,13.508,78.6,19373,19451.6,0.404,9.77
WT209G3N2F20628,1,0,0,2,0,0,5851.8,9722.4,596.3636364,1004.566667,408.2030303,10758.6,16147.2,702.0909091,1765.133333,1063.042424,9719.8,21.9,66.6,33.4,34.5,76.9,23.1,10925.6,20.8,74.9,25.1,36.1,80.3,19.7,23,3233.833,302.042,0.217,11.5,397.506,167.657,0.043,30.151,199.174,43218.174,43417.348,0.459,0.961,23.1,1445.941,303.186,0.156,11.5,194.887,167.657,0.042,27.188,121.4,39029.1,39150.5,0.31,0.19,23,1542.367,302.042,0.155,11.5,242.443,167.657,0.042,32.045,189.1,45956.2,46145.3,0.41,2.07,23.7,3615.145,310.042,0.185,11.8,199.271,171.263,0.042,36.783,36.136,52931.841,52967.977,0.068,6.014,23.3,1152.575,305.473,0.159,11.7,298.076,170.062,0.042,43.451,155.3,62413.6,62568.9,0.248,7.59,23.6,1624.813,308.9,0.234,11.8,137.743,171.263,0.042,42.246,2.7,60831.3,60834,0.004,9.15,23.8,1596.118,311.184,0.228,11.9,177.37,172.464,0.042,42.969,1,61874.8,61875.8,0.002,14.33,24.2,988.225,315.747,0.19,26.7,313.657,344.169,0.042,30.212,0,43505,43505,0,9.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1254.197,312.325,0.157,11.9,254.578,172.464,0.042,12.214,53.8,17533.7,17587.5,0.306,4.63
WT209G3N2F20629,1,1,0,2,1,0,6069.4,8056.4,462.6363636,1013.533333,550.8969697,8396.6,11736,500.4545455,1319.433333,818.9787879,7481.8,20,70.6,29.4,33.4,80.6,19.4,7327.4,15.4,65.9,34.1,31.3,72.4,27.6,23.8,2952.959,311.184,0.157,11.9,316.355,172.464,0.042,23.954,279.609,34213.826,34493.435,0.811,9.752,23.9,1585.307,312.325,0.219,11.9,265.382,172.464,0.042,25.345,349.4,36146.9,36496.3,0.957,15.36,23.7,1413.36,310.042,0.153,15.8,313.318,218.711,0.042,23.355,290.4,33340.3,33630.7,0.863,5.27,23.9,4133.356,312.325,0.198,12,194.016,173.663,0.042,23.301,32.273,33521.682,33553.955,0.096,4.1,23.8,1134.245,311.184,0.17,12.5,148.511,179.649,0.042,24.875,137.2,35683.4,35820.6,0.383,1.1,23.9,1375.243,312.325,0.188,11.9,161.971,172.464,0.042,29.948,4.2,43121.1,43125.3,0.01,4.72,23.9,1535.969,312.325,0.239,12.1,152.446,174.862,0.042,30.995,0.6,44632,44632.6,0.001,11.44,24.7,826.961,321.445,0.14,22.3,260.273,294.027,0.042,14.603,0,21028,21028,0,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1094.268,312.325,0.107,12,243.558,173.663,0.042,10.983,90.2,15725.4,15815.6,0.57,12.86
WT209G3N2F20630,2,0,0,2,2,0,5275.4,8637,641.1818182,897.6333333,256.4515152,6799.6,10028.2,556.3636364,1093.533333,537.169697,10659.6,20.8,78.6,21.4,35.3,85.7,14.3,9984.7,18.1,76,24,28.8,80.3,19.7,23.3,2845.921,305.473,0.113,15.5,635.108,215.188,0.043,19.705,75.087,28300.174,28375.261,0.265,2.013,23.3,1354.908,305.473,0.107,15.6,351.033,216.363,0.042,20.716,172.7,29658.2,29830.9,0.579,5.84,23.2,1347.638,304.329,0.106,11.6,404.812,168.86,0.042,18.212,0,26225.8,26225.8,0,8.2,23.8,2965.537,311.184,0.09,11.9,567.069,172.464,0.043,27.457,271.136,39267.523,39538.659,0.686,7.291,23.7,1041.161,310.042,0.119,12,415.767,173.663,0.083,34.791,453.5,49645.3,50098.8,0.905,8.22,24.1,1144.412,314.607,0.117,12.1,190.851,174.862,0.042,31.795,166.4,45617.9,45784.3,0.363,7.73,23.7,917.181,310.042,0.087,11.9,234.476,172.464,0.042,30.515,241.1,43699.9,43941,0.549,10.66,23.8,555.404,311.184,0.108,25,302.135,324.861,0.013,17.249,291.3,24547.1,24838.4,1.173,4.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1221.104,312.325,0.133,11.9,263.505,172.464,0.042,10.519,41.4,15106.1,15147.5,0.273,9.71
WT209G3N2F20631,1,1,0,2,1,0,4403.8,7981,534.3636364,736.2333333,201.869697,6595.6,10456.4,411.7272727,1063.8,652.0727273,8992.2,16.5,73,27,30.7,81.5,18.5,7877.3,19.3,75.1,24.9,34.4,82.1,17.9,23.4,2647.708,306.615,0.125,15.6,666.55,216.363,0.043,22.028,115.043,31605.652,31720.696,0.363,3.043,23.6,1311.671,308.9,0.109,15.7,347.32,217.537,0.042,22.534,228.8,32219.7,32448.5,0.705,4.05,23.3,1308.963,305.473,0.103,15.5,346.155,215.188,0.042,22.247,35.8,31999.8,32035.6,0.112,8.78,23.9,4605.366,312.325,0.18,11.9,438.382,172.464,0.042,33.523,244.25,48028.25,48272.5,0.506,1.334,23.7,1217.098,310.042,0.144,11.8,209.514,171.263,0.042,32.688,61.2,47009.5,47070.7,0.13,11,23.8,1319.596,311.184,0.192,11.9,254.035,172.464,0.042,35.505,361.8,50765.7,51127.5,0.708,0.26,23.8,1544.549,311.184,0.224,15.9,167.733,219.885,0.042,37.28,431.6,53251.3,53682.9,0.804,8.55,23.9,1300.509,312.325,0.18,12,157.973,173.663,0.042,33.093,220.1,47433.9,47654,0.462,0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,829.067,312.325,0.054,12,199.983,173.663,0.042,9.51,39,13655.4,13694.4,0.285,6.02
WT209G3N2F20632,1,1,0,3,2,0,4689.8,7402.4,481.7272727,773.5666667,291.8393939,5976.4,9885.4,543.8181818,958.9,415.0818182,7392.4,18.4,68.8,31.2,28.8,75.3,24.7,8563.5,16.7,70.3,29.7,26.5,80.6,19.4,23.8,3350.533,311.184,0.147,11.9,854.005,172.464,0.042,16.779,54.087,24108,24162.087,0.224,0.526,23.9,1555.419,312.325,0.171,11.9,356.681,172.464,0.042,18.03,124.4,25839.5,25963.9,0.479,7.06,23.7,1628.99,310.042,0.16,11.9,437.133,172.464,0.042,16.534,0,23808.4,23808.4,0,4.22,24.1,1973.916,314.607,0.081,12,330.593,173.663,0.042,13.307,153.705,19008.932,19162.636,0.802,5.077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,663.92,312.325,0.057,12.2,317.768,176.06,0.042,12.992,153.7,18555.1,18708.8,0.822,0.72,24.8,916.565,322.584,0.116,16.6,228.358,228.083,0.042,21.52,267.7,30721.8,30989.5,0.864,10.08,23.9,787.333,312.325,0.077,12,269.398,173.663,0.079,19.306,181.5,27618.6,27800.1,0.653,8.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1649.832,312.325,0.194,11.9,392.521,172.464,0.042,10.849,109.5,15513,15622.5,0.701,14
WT209G3N2F20633,3,3,1,3,3,1,4408,8140.8,274.8181818,755.6666667,480.8484848,5518.8,9002.4,326.6363636,934.8333333,608.1969697,5358.1,20.5,77,23,36.4,87,13,5751.4,29.2,91.1,8.91,54.3,95.8,4.2,23.3,1964.374,305.473,0.102,11.6,265.749,168.86,0.043,26.363,132.609,37830.478,37963.087,0.349,2.73,23.5,890.382,307.758,0.066,11.8,297.546,171.263,0.042,27.288,248.5,39046.2,39294.7,0.632,9.3,23.1,1100.506,303.186,0.113,15.4,227.909,214.012,0.042,25.989,56.5,37367.2,37423.7,0.151,0.73,23.6,1879.704,308.9,0.06,29.3,554.166,373.563,0.043,25.797,127.136,37019.886,37147.023,0.342,1.534,23.8,1028.131,311.184,0.108,11.9,237.196,172.464,0.046,30.194,0,43479.7,43479.7,0,11.05,24.1,906.256,314.607,0.076,29.4,410.504,374.69,0.042,28.637,25.6,41211,41236.6,0.062,5.32,24.1,748.849,314.607,0.113,13.1,169.317,186.806,0.042,26.019,214.2,37253.1,37467.3,0.572,0.84,28.4,588.181,363.406,0.12,31.6,416.785,399.441,0.037,24.235,275.7,34622.9,34898.6,0.79,6.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,777.825,312.325,0.057,35.2,474.002,439.743,0.042,14.948,129.8,21395.1,21524.9,0.603,8.56
WT209G3N2F20634,2,2,1,2,3,0,6358,10493,488.5454545,1067.833333,579.2878788,7894.8,11352,472.1818182,1256.133333,783.9515152,8094.9,17.7,65.6,34.4,29.9,72.6,27.4,8761.1,17.2,69,31,28,73.9,26.1,23.7,3157.092,310.042,0.19,11.9,332.956,172.464,0.042,30.596,157.87,43900.478,44058.348,0.358,3.496,23.7,1442.254,310.042,0.174,11.9,206.053,172.464,0.042,30.25,195.9,43363.7,43559.6,0.45,9.57,23.6,1624.542,308.9,0.226,11.8,209.8,171.263,0.042,31.896,119.2,45811.4,45930.6,0.26,1.29,23.9,3430.621,312.325,0.138,25.9,610.033,335.092,0.042,31.804,49.75,45747.886,45797.636,0.109,5.739,23.8,1287.341,311.184,0.164,11.9,290.405,172.464,0.042,39.18,125.9,56292.9,56418.8,0.223,2.08,23.9,1251.276,312.325,0.215,26.2,309.655,338.498,0.042,33.635,0.4,48434.2,48434.6,0.001,12.07,23.9,900.955,312.325,0.119,32.7,513.695,411.78,0.042,29.794,0.5,42903.4,42903.9,0.001,4.95,26.6,717.09,343.036,0.132,31.4,485.052,397.195,0.037,28.455,92.1,40882.5,40974.6,0.225,3.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1433.861,312.325,0.232,12.1,152.394,174.862,0.042,21.041,253,30045.5,30298.5,0.835,10.84
WT209G3N2F20635,2,1,0,3,0,0,6199.6,9542.8,482.6363636,1008.133333,525.4969697,5719.6,7243.6,324.4545455,907.2,582.7454545,7530.4,17.9,69.8,30.2,28.9,74.4,25.6,5439.4,23.6,73.6,26.4,40.1,77.4,22.6,23.6,3708.067,308.9,0.229,15.8,257.205,218.711,0.042,41.334,304.348,59216.783,59521.13,0.511,8.326,23.8,1728.971,311.184,0.255,15.8,162.449,218.711,0.042,40.974,448.2,58554.7,59002.9,0.76,11.26,23.6,1727.059,308.9,0.258,15.7,149.175,217.537,0.042,41.604,251.7,59657.9,59909.6,0.42,9.16,23.9,5884.822,312.325,0.208,12,499.333,173.663,0.042,47.785,72.386,68737.614,68810,0.105,6.932,23.8,1602.991,311.184,0.209,11.9,266.411,172.464,0.042,55.216,293.2,79217.4,79510.6,0.369,2.79,23.9,1628.372,312.325,0.184,12,224.949,173.663,0.042,47.935,0.4,69026.5,69026.9,0.001,6.23,23.9,1583.677,312.325,0.22,12,155.345,173.663,0.042,45.499,0,65518.7,65518.7,0,12.55,23.9,1593.474,312.325,0.2,12,228.637,173.663,0.042,49.431,24.9,71155.8,71180.7,0.035,10.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1421.095,312.325,0.214,21.9,266.327,289.44,0.042,19.923,188,28501.7,28689.7,0.655,8.07
